,Date,Category,Section,Headline,Subheader,Term,URL
99,2003-02-25,US New,U.S.,National Briefing | West: California: Guilty Plea In Transgender Case,"Nineteen-year-old Jaron C Nabors, one of four men charged in October 2002 hate-crime killing of Eddie Araujo, 17-year-old boy who lived like girl, pleads guilty in court in California; will testify against others (S)",Transgender,/2003/02/25/us/national-briefing-west-california-guilty-plea-in-transgender-case.html?searchResultPosition=4
100,2003-03-30,Arts,Movies,Corrections,Correction of March 16 article about HBO film Normal and other movie involving transsexualism,Transsexual,/2003/03/30/movies/c-corrections-980323.html?searchResultPosition=602
101,2003-04-14,Life,Business,Compressed Data; Satellite Radio Channel Will Focus on Interests Of Gays and Lesbians,"Sirius Satellite Radio offers new nationwide satellite radio channel called OutQ to provide programming of interest to gay, lesbian, bisexual and transgender listeners (S)",Transgender,/2003/04/14/business/compressed-data-satellite-radio-channel-will-focus-interests-gays-lesbians.html?searchResultPosition=20
102,2003-04-29,US New,New York,Metro Briefing | New York: Albany: Sexual Orientation Protection,New York State Comptroller Alan Hevesi signs executive order explicitly protecting transgendered employees working in his office from discrimination and harassment; transgenders includes transsexuals and transvestites (S),Transsexual,/2003/04/29/nyregion/metro-briefing-new-york-albany-sexual-orientation-protection.html?searchResultPosition=43
103,2003-04-29,US New,New York,Metro Briefing | New York: Albany: Sexual Orientation Protection,New York State Comptroller Alan Hevesi signs executive order explicitly protecting transgendered employees working in his office from discrimination and harassment; transgenders includes transsexuals and transvestites (S),Transsexual,/2003/04/29/nyregion/metro-briefing-new-york-albany-sexual-orientation-protection.html?searchResultPosition=25
104,2003-06-21,World News,World,"THE SATURDAY PROFILE; Changing Patients' Sexes, and Korean Mores","Profile of and interview with Dr Kim Seok Kwan, 52, who pioneered sex-change surgery in South Korea in 1986; Kim comments on social changes that have taken place in country and reasons why he decided to undertake transgender surgeries; photo (M)",Transgender,/2003/06/21/world/the-saturday-profile-changing-patients-sexes-and-korean-mores.html?searchResultPosition=30
105,2003-06-21,World News,World,"THE SATURDAY PROFILE; Changing Patients' Sexes, and Korean Mores","Profile of and interview with Dr Kim Seok Kwan, 52, who pioneered sex-change surgery in South Korea in 1986; Kim comments on social changes that have taken place in country and reasons why he decided to undertake transgender surgeries; photo (M)",Transgender,/2003/06/21/world/the-saturday-profile-changing-patients-sexes-and-korean-mores.html?searchResultPosition=425
106,2003-07-12,World News,Europe,World Briefing: Europe,GERMANY: Another Chapter In Tourist War; BRITAIN: Marriage For Transsexuals; CZECH REPUBLIC: Army To Be Halved; UKRAINE: Joint Memorial To Massacre; IRELAND: A Sunken Link To Oliver Cromwell; FRANCE: Corsican Separatists Sentenced;.,Transsexual,/2003/07/12/international/europe/world-briefing-europe.html?searchResultPosition=62
107,2003-07-12,World News,World,World Briefing | Europe: Britain: Marriage For Transsexuals,Brtitish government publishes bill to allow transsexuals to marry under their adopted sex (S),Transsexual,/2003/07/12/world/world-briefing-europe-britain-marriage-for-transsexuals.html?searchResultPosition=21
108,2003-07-28,Arts,Books,BOOKS OF THE TIMES; A Novelist Creates a New Identity,Janet Maslin reviews book She's Not There: A Life in Two Genders by Jennifer Finney Boylan; photo (M),Other,/2003/07/28/books/books-of-the-times-a-novelist-creates-a-new-identity.html?searchResultPosition=115
109,2003-08-06,Misc,Opinion,A Public School For Gay Students,"Ronald Richter letter supports having special high school for gay, lesbian, transgender youth in New York City",Transgender,/2003/08/06/opinion/l-a-public-school-for-gay-students-799009.html?searchResultPosition=173
110,2003-08-06,Misc,Opinion,A Public School For Gay Students,"Ronald Richter letter supports having special high school for gay, lesbian, transgender youth in New York City",Transgender,/2003/08/06/opinion/l-a-public-school-for-gay-students-799009.html?searchResultPosition=611
111,2003-08-20,Misc,Opinion,Gay high school : LETTERS TO THE EDITOR,"Regarding ""Gays don't need sheltering"" (Meanwhile, Aug. 8) by Leland Scruby:. I strongly disagree with Leland Scruby's views on Harvey Milk High School, a New York public high school for gay, lesbian, bisexual and transgender students. I'm glad",Transgender,/2003/08/20/opinion/IHT-gay-high-school-letters-to-the-editor.html?searchResultPosition=16
112,2003-09-12,US New,New York,PUBLIC LIVES; Trying to Make His Special Students Feel Ordinary,"Public Lives profile of Bill Salzman, principal of New York City's Harvey Milk High School, nation's first public school for gay, lesbian and transgender students; photo (M)",Transgender,/2003/09/12/nyregion/public-lives-trying-to-make-his-special-students-feel-ordinary.html?searchResultPosition=35
113,2003-11-04,US New,Politics,The Democrats Debate,"The following is a transcript of a debate of the Democratic Party presidential candidates in Boston, sponsored by CNN and Rock the Vote as recorded by FDCH e-Media, Inc.",Other,/2003/11/04/politics/campaigns/the-democrats-debate.html?searchResultPosition=172
114,2004-01-10,US New,New York,Fire Lieutenant Reassigned From S.I. Was Suspended After 1986 Fight,"Fire lieutenant transferred from Staten Island firehouse after New Year's Eve fight was suspended and fined in 1986 for wrestling with female colleague over newspaper clipping he posted and she tried to remove; judge ruled that lieutenant, Gregory McFarland, had been drunk at time of incident (M)",Other,/2004/01/10/nyregion/fire-lieutenant-reassigned-from-si-was-suspended-after-1986-fight.html?searchResultPosition=153
115,2004-01-22,Life,Home & Garden,CALENDAR," Local History      Lerner Auditorium of the Lesbian, Gay, Bisexual and Transgender Community Center, 208 West 13th Street; (212) 614-9107.      The Historic Districts Council, an advocacy group for historic preservation, will sponsor two lectures.  ",Transgender,/2004/01/22/garden/calendar.html?searchResultPosition=61
116,2004-03-07,Arts,Style,"On Campus, Rethinking Biology 101",Transgender students and their a,Transgender,/2004/03/07/style/on-campus-rethinking-biology-101.html?searchResultPosition=5
117,2004-03-07,Arts,Style,"On Campus, Rethinking Biology 101",Transgender students and their a,Transgender,/2004/03/07/style/on-campus-rethinking-biology-101.html?searchResultPosition=261
118,2004-03-14,Arts,Style,The Transgender Homeless," To the Editor:    I am writing to applaud efforts to educate the public on the plight of transgender youth (''On Campus, Rethinking Biology 101,'' March 7). However, I challenge journalists to expand their focus to include the less privileged members of a diverse community.  ",Transgender,/2004/03/14/style/l-the-transgender-homeless-781282.html?searchResultPosition=4
119,2004-03-24,US New,New York,Learning to Walk in Size 17 Pumps; Cross-Dressers Gladly Pay to Get in Touch With Their Feminine Side,,Other,/2004/03/24/nyregion/learning-walk-size-17-pumps-cross-dressers-gladly-pay-get-touch-with-their.html?searchResultPosition=263
120,2004-04-04,Arts,Books,Peninsula of Lies,"""[Dawn Simmons] made it known she/he was a transgender person whose identity fell somewhere between the sexual poles, a revelation that led to her ostracism.""",Transgender,/2004/04/04/books/chapters/peninsula-of-lies.html?searchResultPosition=535
121,2004-04-04,Arts,Books,Peninsula of Lies,"""[Dawn Simmons] made it known she/he was a transgender person whose identity fell somewhere between the sexual poles, a revelation that led to her ostracism.""",Transgender,/2004/04/04/books/chapters/peninsula-of-lies.html?searchResultPosition=235
122,2004-05-05,US New,U.S.,National Briefing | South: Alabama: Cross-Dressing Car Thieves,"Birmingham, Ala, police say group of cross-dressing men has been stealing cars from dealerships in Alabama to drive to cross-dresser pageants across Southeast and then abandoning vehicles (S)",Other,/2004/05/05/us/national-briefing-south-alabama-cross-dressing-car-thieves.html?searchResultPosition=79
123,2004-05-06,US New,U.S.,Third Case of H.I.V. Is Reported After Work With Sex-Film Actor,"Another performer in sex videos tests positive for HIV, virus that causes AIDS, making her third person believed to have been infected by actor Darren James in outbreak that has halted almost all taping and filming of pornographic films and videos; transsexual called Jennifer also tests positive (M)",Transsexual,/2004/05/06/us/third-case-of-hiv-is-reported-after-work-with-sex-film-actor.html?searchResultPosition=57
124,2004-05-20,Sports,Sports,Sports of The Times; I.O.C. Enters A New World And Stumbles,Selena Roberts Sports of The Times column contends that allowing transgendered athletes to compete in Olympics will open door to new brand of drug abuse (M),Transgender,/2004/05/20/sports/sports-of-the-times-ioc-enters-a-new-world-and-stumbles.html?searchResultPosition=38
125,2004-05-20,Sports,Sports,Sports of The Times; I.O.C. Enters A New World And Stumbles,Selena Roberts Sports of The Times column contends that allowing transgendered athletes to compete in Olympics will open door to new brand of drug abuse (M),Transgender,/2004/05/20/sports/sports-of-the-times-ioc-enters-a-new-world-and-stumbles.html?searchResultPosition=161
126,2004-05-23,Misc,Week in Review,Page Two: May 16-22; TRANSSEXUALS IN SPORT,The International Olympic Committee announced last Monday that its board of directors had approved a proposal to allow transsexuals to compete in the Olympic Games.,Transsexual,/2004/05/23/weekinreview/page-two-may-16-22-transsexuals-in-sport.html?searchResultPosition=22
127,2004-05-30,Misc,Week in Review,Page Two: May 23-29; A Home for a Gay Channel,"MTV Networks executives are caught off guard by hostile reaction from Traditional Values Coalition and other groups to their announcement that they intend to create first cable entertainment channel devoted to gay, lesbian, bisexual and transgender viewers called Logo; photo (M)",Transgender,/2004/05/30/weekinreview/page-two-may-23-29-a-home-for-a-gay-channel.html?searchResultPosition=33
128,2004-05-30,Misc,Week in Review,Page Two: May 23-29; A Home for a Gay Channel,"MTV Networks executives are caught off guard by hostile reaction from Traditional Values Coalition and other groups to their announcement that they intend to create first cable entertainment channel devoted to gay, lesbian, bisexual and transgender viewers called Logo; photo (M)",Transgender,/2004/05/30/weekinreview/page-two-may-23-29-a-home-for-a-gay-channel.html?searchResultPosition=157
129,2004-07-30,Arts,Movies,FILM IN REVIEW; 'Transfixed',"Somewhere at the center of the tangle of plot threads that is &quot;Transfixed,&quot; a French thriller, stands the reedy figure of Bo, a Brussels transvestite hooker played with stunning cheekbones and a sultry stare by Robinson Stivenin.",Other,/2004/07/30/movies/film-in-review-transfixed.html?searchResultPosition=215
130,2004-10-10,US New,New York,"Out of the Closet, Into the Classroom","Article on Long Island Gay-Straight Educators Assn, group formed over summer to help educators who are gay or actively helping gay, lesbian, bisexual and transgender students in their schools (M)",Transgender,/2004/10/10/nyregion/education/out-of-the-closet-into-the-classroom.html?searchResultPosition=81
131,2004-11-06,US New,New York,Keep Your Eye on the Road (If You Can),"Candis Cayne, a transexual performer at Manhattan (NYC) nightspots like Tomato and Barracuda, also takes to streets to perform for passing cars; photos (M)",Other,/2004/11/06/nyregion/keep-your-eye-on-the-road-if-you-can.html?searchResultPosition=141
132,2004-12-08,US New,New York,A Refuge for Gay Students When Families Turn Away,"Samuel G Freedman On Education column discusses Point Foundation, which gives grants to homosexual, bisexual and transgendered college and graduate students who may have been financially and otherwise estranged from families and left to find ways to pay for their own college tuition; drawing (M)",Transgender,/2004/12/08/nyregion/a-refuge-for-gay-students-when-families-turn-away.html?searchResultPosition=401
133,2005-01-09,US New,New York,EDUCATION; This Name Game Has an Edge,"Article on decision by administrators of New York Medical College, which is affiliated with Archdiocese of New York, to reject proposal by Student Support Group, which wants to change its name to Lesbian, Gay, Bisexual and Transgender People in Medicine, to continue operating; photo (M)",Transgender,/2005/01/09/nyregion/education/education-this-name-game-has-an-edge.html?searchResultPosition=367
134,2005-01-09,US New,New York,EDUCATION; This Name Game Has an Edge,"Article on decision by administrators of New York Medical College, which is affiliated with Archdiocese of New York, to reject proposal by Student Support Group, which wants to change its name to Lesbian, Gay, Bisexual and Transgender People in Medicine, to continue operating; photo (M)",Transgender,/2005/01/09/nyregion/education/education-this-name-game-has-an-edge.html?searchResultPosition=25
